gene_0	gene_1	sources	unbiased
3795	7316	1	0
3795	8498	2	0
3795	9191	1	0
3795	10421	1	0
3795	10921	1	0
3795	10987	1	0
3795	56956	2	1
3795	80279	1	0
3796	3796	2	1
3796	3798	1	0
3796	3799	1	0
3796	3800	1	0
3796	3831	1	0
3796	4602	2	0
3796	7529	1	0
3796	7532	1	0
3796	7534	1	0
3796	22883	1	0
3796	23162	1	0
3796	55132	3	1
3796	64837	1	0
3796	90678	1	0
3796	116540	2	1
3796	220965	2	1
3797	3797	1	0
3797	7316	1	0
3797	11127	2	0
3797	27185	3	0
3798	3798	1	0
3798	3799	2	0
3798	3800	1	0
3798	3831	1	0
3798	4193	1	0
3798	5092	2	0
3798	5300	1	0
3798	6257	2	0
3798	6453	3	0
3798	6606	1	0
3798	6607	1	0
3798	6721	1	0
3798	7083	1	0
3798	7159	3	0
3798	7251	2	0
3798	7316	1	0
3798	7726	1	0
3798	9448	2	0
3798	9693	2	0
3798	10008	1	0
3798	10413	2	0
3798	10499	2	0
3798	26146	2	0
3798	55763	1	0
3798	64837	1	0
3798	84079	2	0
3798	147700	1	0
3799	3799	1	0
3799	3800	2	0
3799	3831	1	0
3799	3895	2	0
3799	4087	2	0
3799	4831	1	0
3799	5092	2	0
3799	5564	2	0
3799	5577	2	1
3799	5903	1	0
3799	6238	1	0
3799	6293	2	1
3799	6616	3	0
3799	6804	1	0
3799	7316	1	0
3799	7416	1	0
3799	7428	2	0
3799	7529	2	0
3799	7532	2	0
3799	7533	3	0
3799	7534	2	0
3799	7726	1	0
3799	8412	1	0
3799	8517	1	0
3799	8773	3	0
3799	8793	1	0
3799	8887	2	1
3799	9641	2	0
3799	9693	2	0
3799	10208	1	0
3799	10397	2	0
3799	10499	2	0
3799	10971	2	0
3799	22906	1	0
3799	23392	2	0
3799	23623	1	0
3799	51547	1	0
3799	55638	2	0
3799	56254	1	0
3799	56257	1	0
3799	64837	1	0
3799	65125	1	0
3799	79443	1	0
3799	147700	1	0
3799	653121	2	1
3799	654364	1	0
3800	3831	1	0
3800	4215	1	0
3800	7316	1	0
3800	7532	2	0
3800	8454	1	0
3800	10499	1	0
3800	10971	1	0
3800	22906	1	0
3800	23557	3	0
3800	55288	2	0
3800	57801	2	0
3800	64837	1	0
3800	84079	1	0
3800	147700	1	0
3801	3801	2	1
3801	3852	2	1
3801	3853	2	1
3801	3854	2	1
3801	3866	2	1
3801	3880	2	1
3801	3881	2	1
3801	4176	2	1
3801	4236	2	1
3801	4342	2	1
3801	4747	2	1
3801	5129	2	1
3801	5563	3	1
3801	5689	2	1
3801	5892	2	1
3801	5987	2	1
3801	6477	2	1
3801	6605	3	1
3801	6660	2	1
3801	7170	2	1
3801	7186	2	1
3801	7251	2	1
3801	7568	2	1
3801	7733	2	1
3801	8796	2	1
3801	9099	2	1
3801	9342	1	0
3801	9586	2	1
3801	9873	2	1
3801	10152	2	1
3801	10318	2	1
3801	10540	2	1
3801	11043	2	1
3801	11063	1	0
3801	23421	2	1
3801	23636	2	1
3801	25901	2	1
3801	26003	2	1
3801	27128	2	1
3801	27156	2	1
3801	29079	2	1
3801	54550	2	1
3801	54955	3	1
3801	55120	2	1
3801	55165	2	1
3801	55957	2	1
3801	57159	2	1
3801	57332	2	1
3801	64395	2	1
3801	64753	2	1
3801	79027	2	1
3801	79165	2	1
3801	79745	2	1
3801	79839	2	1
3801	80125	2	1
3801	81565	2	1
3801	84062	2	1
3801	84445	2	1
3801	84619	3	1
3801	90121	2	1
3801	90933	2	1
3801	93426	2	1
3801	115106	2	1
3801	125115	2	1
3801	130026	2	1
3801	137209	2	1
3801	144100	1	0
3801	159989	2	1
3801	170082	2	1
3801	220082	2	1
3801	220108	2	1
3801	284058	2	1
3801	285753	2	1
3801	286887	2	1
3801	645455	2	1
3801	653121	2	1
3802	5295	1	0
3802	5781	1	0
3803	3803	1	0
3803	22918	1	0
3804	3932	1	0
3804	5777	4	0
3804	5781	1	0
3804	10488	1	0
3805	7205	2	1
3805	11030	2	1
3805	54476	2	0
3806	10980	1	0
3808	7305	1	0
3810	10980	1	0
3811	6198	1	0
3813	7305	2	0
3814	4313	2	0
3814	4318	2	0
3814	4323	2	0
3814	4325	2	0
3814	10893	2	0
3814	84634	2	0
3815	3815	1	0
3815	3932	2	0
3815	4067	2	0
3815	4145	2	0
3815	4254	4	0
3815	5294	2	0
3815	5295	3	0
3815	5296	3	0
3815	5335	3	0
3815	5578	2	0
3815	5579	1	0
3815	5777	2	0
3815	5781	3	0
3815	5795	3	0
3815	5800	2	0
3815	5921	2	0
3815	5981	2	0
3815	6714	2	0
3815	6772	2	0
3815	6776	2	0
3815	6777	2	0
3815	7006	2	0
3815	7316	1	0
3815	7525	2	0
3815	8651	3	0
3815	8777	3	0
3815	9306	3	0
3815	9402	2	0
3815	9655	2	0
3815	10019	2	0
3815	10076	2	0
3815	10603	2	0
3815	10750	2	0
3815	26228	1	0
3815	30011	1	0
3815	51196	2	0
3815	122809	1	0
3815	161742	2	0
3815	200734	2	0
3815	100124696	1	0
3816	3827	2	0
3816	5104	2	0
3816	5267	2	0
3816	10488	1	0
3817	5054	1	0
3817	5104	2	0
3817	5267	1	0
3817	5269	2	0
3817	5345	2	0
3817	5430	1	0
3817	6406	1	0
3817	6407	1	0
3818	3827	2	0
3818	4485	2	0
3818	5104	2	0
3818	7980	1	0
3820	5777	2	0
3820	29121	2	0
3821	3824	2	0
3821	4118	2	1
3821	5376	2	1
3821	5777	1	0
3821	5781	1	0
3822	3824	2	0
3822	7305	2	0
3823	3824	2	0
3823	7305	2	0
3823	10499	1	0
3824	3824	1	0
3824	7305	1	0
3827	3827	1	0
3827	3848	2	0
3827	4224	2	0
3827	5329	2	0
3827	5340	2	0
3827	5550	2	0
3827	7057	2	0
3827	7448	2	0
3827	10980	1	0
3827	22918	2	0
3827	339403	2	0
3831	3831	1	0
3831	3881	2	1
3831	4956	2	0
3831	5597	1	0
3831	7529	2	0
3831	7532	2	0
3831	7533	1	0
3831	7534	1	0
3831	9043	2	0
3831	9479	2	0
3831	22883	1	0
3831	23162	3	0
3831	23207	2	0
3831	23623	1	0
3831	64837	1	0
3831	90678	3	0
3831	93233	2	1
3831	147700	1	0
3832	3832	2	0
3832	6790	1	0
3832	7128	1	0
3832	7316	1	0
3832	9611	1	0
3832	9641	1	0
3832	56257	1	0
3832	57154	1	0
3832	114803	1	0
3833	6613	1	0
3833	7316	1	0
3833	54931	1	0
3835	6310	1	0
3835	6477	3	0
3835	6613	1	0
3835	6840	1	0
3835	7316	1	0
3835	9572	1	0
3835	10989	3	0
3835	55743	1	0
3835	64219	3	0
3836	3837	2	0
3836	3839	1	0
3836	4000	1	0
3836	4790	1	0
3836	4869	1	0
3836	5000	1	0
3836	5079	2	0
3836	5356	1	0
3836	5896	4	0
3836	5897	2	0
3836	5903	2	0
3836	5971	1	0
3836	6418	1	0
3836	6502	1	0
3836	6613	1	0
3836	6728	2	0
3836	6772	2	0
3836	6774	2	0
3836	6880	4	1
3836	7153	1	0
3836	7316	1	0
3836	7398	1	0
3836	7534	2	0
3836	8061	1	0
3836	8125	3	0
3836	8290	2	0
3836	8337	1	0
3836	8349	2	0
3836	8412	1	0
3836	8452	1	0
3836	8454	1	0
3836	8543	3	0
3836	8738	1	0
3836	10013	1	0
3836	10541	4	1
3836	10664	1	0
3836	10762	2	1
3836	10987	1	0
3836	23636	2	0
3836	26121	1	0
3836	27339	1	0
3836	50717	1	0
3836	51070	1	0
3836	51176	2	0
3836	51366	3	0
3836	53371	2	0
3836	55646	1	0
3836	55832	1	0
3836	56257	1	0
3836	56259	2	0
3836	57120	1	0
3836	57379	2	0
3836	57396	2	1
3836	84464	1	0
3837	3837	1	0
3837	3838	4	0
3837	3839	2	0
3837	3840	2	0
3837	3842	1	0
3837	3921	1	0
3837	3932	1	0
3837	4087	3	0
3837	4088	2	0
3837	4089	2	0
3837	4267	2	0
3837	4311	1	0
3837	4609	2	0
3837	4637	1	0
3837	4691	1	0
3837	4772	1	0
3837	4800	1	0
3837	4843	1	0
3837	4869	1	0
3837	4904	1	0
3837	4928	1	0
3837	5245	1	0
3837	5333	3	0
3837	5521	1	0
3837	5744	3	0
3837	5757	1	0
3837	5764	3	0
3837	5771	1	0
3837	5885	1	0
3837	5901	3	0
3837	5902	2	0
3837	5903	2	0
3837	5971	1	0
3837	6125	1	0
3837	6129	1	0
3837	6130	1	0
3837	6135	1	0
3837	6141	1	0
3837	6146	1	0
3837	6175	1	0
3837	6176	1	0
3837	6189	1	0
3837	6191	1	0
3837	6201	1	0
3837	6202	1	0
3837	6203	1	0
3837	6204	1	0
3837	6206	1	0
3837	6207	1	0
3837	6222	1	0
3837	6223	1	0
3837	6229	1	0
3837	6606	2	0
3837	6607	1	0
3837	6662	2	0
3837	6721	2	0
3837	6736	1	0
3837	6749	1	0
3837	6881	1	0
3837	7013	2	0
3837	7014	1	0
3837	7133	1	0
3837	7157	2	0
3837	7189	1	0
3837	7316	1	0
3837	7412	1	0
3837	7416	1	0
3837	7417	1	0
3837	7419	1	0
3837	7431	1	0
3837	7531	1	0
3837	7534	2	0
3837	7846	2	0
3837	8266	1	0
3837	8344	1	0
3837	8452	1	0
3837	8480	1	0
3837	8662	1	0
3837	8663	1	0
3837	8664	1	0
3837	8668	1	0
3837	8717	1	0
3837	9156	1	0
3837	9768	1	0
3837	9972	2	0
3837	10014	1	0
3837	10056	1	0
3837	10073	3	0
3837	10128	1	0
3837	10202	1	0
3837	10204	2	0
3837	10285	1	0
3837	10399	1	0
3837	10480	1	0
3837	10482	1	0
3837	10526	2	0
3837	10527	2	0
3837	10762	2	0
3837	10987	1	0
3837	22909	1	0
3837	22916	2	0
3837	23184	1	0
3837	23557	1	0
3837	23633	2	0
3837	23636	2	0
3837	23683	1	0
3837	25909	1	0
3837	27335	1	0
3837	50717	1	0
3837	51366	1	0
3837	51547	1	0
3837	51588	3	0
3837	53371	2	0
3837	55829	1	0
3837	55832	1	0
3837	56257	1	0
3837	56478	1	0
3837	57122	1	0
3837	57154	1	0
3837	81620	1	0
3837	83593	1	0
3837	83860	1	0
3837	129685	1	0
3837	203068	1	0
3837	732272	1	0
3838	3838	1	0
3838	3856	1	0
3838	3875	1	0
3838	3913	1	0
3838	4163	1	0
3838	4188	2	1
3838	4292	2	1
3838	4528	1	0
3838	4609	3	0
3838	4738	1	0
3838	4790	1	0
3838	4791	1	0
3838	4793	1	0
3838	5079	1	0
3838	5134	1	0
3838	5324	3	0
3838	5356	1	0
3838	5437	1	0
3838	5441	1	0
3838	5757	1	0
3838	5863	1	0
3838	5896	3	0
3838	5901	1	0
3838	5903	1	0
3838	5965	4	0
3838	5966	1	0
3838	5970	3	0
3838	5971	1	0
3838	6277	1	0
3838	6446	2	0
3838	6500	1	0
3838	6514	3	0
3838	6613	1	0
3838	6732	1	0
3838	6772	1	0
3838	6871	2	1
3838	6881	1	0
3838	7014	1	0
3838	7157	1	0
3838	7185	1	0
3838	7316	1	0
3838	7412	1	0
3838	7690	1	0
3838	8266	1	0
3838	8452	1	0
3838	8454	2	0
3838	8517	1	0
3838	8731	1	0
3838	9001	1	0
3838	9455	1	0
3838	9462	1	0
3838	9500	2	1
3838	9637	1	0
3838	9733	1	0
3838	9768	1	0
3838	9961	1	0
3838	10009	1	0
3838	10010	1	0
3838	10124	3	0
3838	10128	1	0
3838	10252	1	0
3838	10363	2	1
3838	10537	1	0
3838	10540	1	0
3838	10628	3	0
3838	10762	4	1
3838	10788	1	0
3838	10849	1	0
3838	10987	1	0
3838	10989	1	0
3838	11030	2	1
3838	11200	4	0
3838	22916	2	0
3838	23291	1	0
3838	23411	1	0
3838	23515	1	0
3838	23636	2	1
3838	23683	1	0
3838	25885	1	0
3838	26121	1	0
3838	26225	2	0
3838	27339	1	0
3838	28986	3	0
3838	29946	2	1
3838	51043	1	0
3838	51082	1	0
3838	51176	1	0
3838	51366	1	0
3838	54467	1	0
3838	54550	2	1
3838	55090	1	0
3838	55643	1	0
3838	55832	1	0
3838	56257	1	0
3838	56259	2	0
3838	57159	2	1
3838	57175	1	0
3838	57379	1	0
3838	57562	3	0
3838	57594	2	1
3838	64210	1	0
3838	64395	2	1
3838	64425	1	0
3838	64802	2	1
3838	80149	1	0
3838	80279	1	0
3838	81620	1	0
3838	81628	1	0
3838	83547	1	0
3838	83860	1	0
3838	83878	2	1
3838	84172	1	0
3838	84445	2	1
3838	84699	1	0
3838	89953	1	0
3838	90410	1	0
3838	114824	2	1
3838	125115	2	1
3838	129685	1	0
3838	203260	1	0
3838	219541	1	0
3838	256646	2	1
3838	283899	2	1
3839	3841	1	0
3839	4000	1	0
3839	4194	2	0
3839	4654	1	0
3839	4780	1	0
3839	4790	1	0
3839	4791	1	0
3839	4792	1	0
3839	4793	1	0
3839	4794	1	0
3839	4869	1	0
3839	5879	1	0
3839	5901	1	0
3839	5966	1	0
3839	5970	1	0
3839	5971	1	0
3839	6418	1	0
3839	7052	2	0
3839	7153	1	0
3839	7316	1	0
3839	7690	1	0
3839	8161	3	0
3839	8337	1	0
3839	8452	1	0
3839	8517	1	0
3839	9112	2	1
3839	9188	2	1
3839	9768	1	0
3839	9841	2	1
3839	10078	3	1
3839	10204	1	0
3839	10379	1	0
3839	10664	1	0
3839	10762	2	1
3839	23411	1	0
3839	26240	4	1
3839	27430	2	1
3839	54819	2	1
3839	55197	2	1
3839	56257	1	0
3839	57379	2	0
3839	80830	2	1
3839	84464	1	0
3839	112939	1	0
3839	115584	2	1
3839	200523	2	1
3840	4609	2	0
3840	4790	1	0
3840	5879	2	0
3840	5965	4	0
3840	7052	3	0
3840	7157	1	0
3840	7316	1	0
3840	8452	1	0
3840	9156	1	0
3840	9373	2	1
3840	9441	1	0
3840	10379	1	0
3840	10762	2	1
3840	27430	2	1
3840	50626	2	1
3840	57379	1	0
3840	84464	1	0
3840	112939	1	0
3841	5879	1	0
3841	5901	1	0
3841	7316	1	0
3841	8125	3	0
3841	8452	1	0
3841	10204	1	0
3841	10541	3	1
3841	10762	2	1
3841	25855	3	0
3841	56257	1	0
3841	57379	1	0
3841	339745	2	1
3842	3842	1	0
3842	3921	1	0
3842	3932	1	0
3842	4311	1	0
3842	4637	1	0
3842	4670	3	0
3842	4691	1	0
3842	4869	1	0
3842	4904	1	0
3842	4928	2	0
3842	5245	1	0
3842	5901	4	0
3842	5903	2	0
3842	6125	2	0
3842	6129	1	0
3842	6130	1	0
3842	6135	1	0
3842	6141	1	0
3842	6146	1	0
3842	6147	2	0
3842	6175	1	0
3842	6176	1	0
3842	6189	1	0
3842	6191	1	0
3842	6201	2	0
3842	6202	1	0
3842	6203	1	0
3842	6204	1	0
3842	6206	1	0
3842	6207	1	0
3842	6222	1	0
3842	6223	1	0
3842	6229	1	0
3842	6240	1	0
3842	6728	2	0
3842	6749	1	0
3842	7316	1	0
3842	7416	1	0
3842	7417	1	0
3842	7419	1	0
3842	7431	1	0
3842	7534	2	0
3842	7846	1	0
3842	8021	2	0
3842	8106	2	0
3842	8290	2	0
3842	8344	1	0
3842	8349	2	0
3842	8662	1	0
3842	8663	1	0
3842	8664	1	0
3842	8668	1	0
3842	9972	2	0
3842	10014	1	0
3842	10056	1	0
3842	10128	1	0
3842	10202	1	0
3842	10399	1	0
3842	10480	1	0
3842	10482	4	0
3842	27335	1	0
3842	51547	1	0
3842	84220	3	0
3842	203068	1	0
3842	727851	1	0
3842	729540	1	0
3843	4928	2	0
3843	5897	1	0
3843	5901	2	0
3843	5903	2	0
3843	6125	1	0
3843	6129	2	0
3843	6137	2	0
3843	6147	2	0
3843	6201	1	0
3843	6613	2	0
3843	6728	2	0
3843	7013	1	0
3843	7316	1	0
3843	7412	1	0
3843	8021	2	0
3843	8314	1	0
3843	8452	1	0
3843	8976	1	0
3843	9349	2	0
3843	9972	2	0
3843	10010	1	0
3843	11337	1	0
3843	11345	1	0
3843	23567	1	0
3843	23636	1	0
3843	23710	1	0
3843	26277	1	0
3843	51547	1	0
3843	56257	1	0
3843	57510	1	0
3843	65057	1	0
3843	65125	1	0
3843	79101	1	0
3843	80823	1	0
3843	81631	1	0
3843	84062	3	0
3843	254170	1	0
3843	359787	1	0
3843	373509	1	0
3843	440738	1	0
3845	3845	1	0
3845	4188	2	1
3845	5229	1	0
3845	5290	2	0
3845	5294	2	0
3845	5296	1	0
3845	5684	2	1
3845	5863	1	0
3845	5894	3	0
3845	5900	3	0
3845	5910	2	0
3845	5924	1	0
3845	7316	1	0
3845	8036	2	0
3845	9093	1	0
3845	9659	1	0
3845	9770	3	0
3845	10235	2	0
3845	10522	1	0
3845	10574	1	0
3845	11030	2	1
3845	51202	1	0
3845	54583	1	0
3845	79009	1	0
3845	83593	2	0
3845	84966	1	0
3846	4062	2	1
3846	4184	2	1
3846	4223	2	1
3846	5013	2	1
3846	5025	2	1
3846	5125	2	1
3846	5211	2	1
3846	5565	2	1
3846	5682	2	1
3846	5819	2	1
3846	6386	2	1
3846	6687	3	1
3846	6691	2	1
3846	6919	2	1
3846	7301	4	1
3846	7678	2	1
3846	8601	2	1
3846	8646	2	1
3846	9586	3	1
3846	9672	2	1
3846	9841	2	1
3846	9929	2	1
3846	10020	2	1
3846	10253	2	1
3846	10268	2	1
3846	10539	2	1
3846	10781	2	1
3846	10874	2	1
3846	23005	2	1
3846	25796	2	1
3846	25844	2	1
3846	26505	2	1
3846	26511	2	1
3846	29797	2	1
3846	50863	2	1
3846	51545	2	1
3846	51701	2	1
3846	54507	2	1
3846	54544	2	1
3846	54778	4	1
3846	55093	2	1
3846	55337	2	1
3846	55739	2	1
3846	56654	2	1
3846	56926	2	1
3846	56993	2	1
3846	57532	2	1
3846	58191	2	1
3846	58524	2	1
3846	59277	3	1
3846	63027	2	1
3846	79038	2	1
3846	79065	2	1
3846	79843	2	1
3846	81926	2	1
3846	83755	2	1
3846	83899	2	1
3846	84140	2	1
3846	84221	2	1
3846	84707	2	1
3846	84914	2	1
3846	85280	2	1
3846	85291	2	1
3846	90594	2	1
3846	114971	2	1
3846	115817	2	1
3846	117144	2	1
3846	125058	2	1
3846	143684	2	1
3846	147687	2	1
3846	170082	2	1
3846	199834	2	1
3846	340359	2	1
3846	353132	2	1
3846	353139	2	1
3846	353144	2	1
3846	353145	2	1
3846	353323	2	1
3846	353332	2	1
3846	374403	2	1
3846	386675	2	1
3846	386676	2	1
3846	386677	2	1
3846	386678	2	1
3846	386680	2	1
3846	386681	2	1
3846	386682	2	1
3846	388677	2	1
3846	399947	2	1
3846	401508	2	1
3846	414157	2	1
3846	440023	2	1
3846	653240	2	1
3848	3852	2	0
3848	4014	2	0
3848	4116	1	0
3848	4153	2	0
3848	4193	1	0
3848	4738	1	0
3848	5266	2	0
3848	5521	1	0
3848	5581	2	0
3848	5600	1	0
3848	7082	1	0
3848	7316	1	0
3848	7412	1	0
3848	8065	1	0
3848	8451	1	0
3848	8452	1	0
3848	8453	1	0
3848	8454	1	0
3848	9657	1	0
3848	9775	1	0
3848	10010	1	0
3848	10971	2	0
3848	10980	1	0
3848	10987	1	0
3848	54165	1	0
3848	55832	1	0
3849	3860	2	1
3849	3880	2	1
3849	3881	2	1
3849	4088	2	0
3849	4116	1	0
3849	4193	1	0
3849	4738	1	0
3849	5521	1	0
3849	7316	1	0
3849	7412	1	0
3849	8065	1	0
3849	8451	1	0
3849	8452	1	0
3849	8453	1	0
3849	8454	1	0
3849	8687	2	1
3849	9657	1	0
3849	9775	1	0
3849	10980	1	0
3849	10987	1	0
3849	54165	1	0
3849	55832	1	0
3849	125115	2	1
3850	7316	1	0
3850	8065	1	0
3850	10987	1	0
3850	79008	1	0
3850	548593	1	0
3851	3860	2	1
3851	3866	2	1
3851	3884	2	1
3851	7316	1	0
3851	7345	1	0
3851	7398	1	0
3851	8452	1	0
3851	8687	2	1
3851	10208	1	0
3851	23192	1	0
3851	29761	1	0
3851	79008	1	0
3851	84464	1	0
3851	125115	2	1
3851	128710	1	0
3851	548593	1	0
3852	3861	3	0
3852	3866	2	1
3852	3875	2	0
3852	3881	2	1
3852	4116	1	0
3852	4738	1	0
3852	5318	2	0
3852	5521	1	0
3852	6612	1	0
3852	6613	1	0
3852	7316	1	0
3852	7341	1	0
3852	8065	1	0
3852	8452	1	0
3852	8453	1	0
3852	8454	1	0
3852	8687	2	1
3852	9657	1	0
3852	9775	1	0
3852	10980	1	0
3852	10987	1	0
3852	54165	1	0
3852	55832	1	0
3852	84260	2	0
3852	125115	2	1
3853	3860	2	1
3853	3866	5	1
3853	3872	4	1
3853	3881	2	1
3853	5521	1	0
3853	6449	2	1
3853	7316	1	0
3853	8065	1	0
3853	8453	1	0
3853	8454	1	0
3853	8687	2	1
3853	9146	2	1
3853	9657	1	0
3853	10987	1	0
3853	11007	4	1
3853	24144	2	1
3853	51019	4	1
3853	57159	2	1
3853	84260	2	0
3853	125115	2	1
3854	3860	2	1
3854	3866	5	1
3854	3880	4	1
3854	3881	2	1
3854	5521	1	0
3854	7316	1	0
3854	8065	1	0
3854	8452	1	0
3854	8454	1	0
3854	8687	2	1
3854	9657	1	0
3854	9775	1	0
3854	10403	2	1
3854	10987	1	0
3854	24144	2	1
3854	51103	1	0
3854	55832	1	0
3854	57159	2	1
3855	3860	2	0
3855	3872	2	0
3855	5111	3	0
3855	7316	1	0
3855	7805	2	0
3855	8661	4	0
3855	55729	2	0
3855	342574	2	0
3856	3860	2	1
3856	3866	2	1
3856	3872	2	0
3856	3875	4	0
3856	3881	2	1
3856	4193	1	0
3856	4843	1	0
3856	5310	2	0
3856	5317	2	0
3856	5327	2	0
3856	5411	3	0
3856	5493	3	0
3856	5581	2	0
3856	5594	2	0
3856	5595	2	0
3856	5599	2	0
3856	5894	2	0
3856	6612	1	0
3856	6613	1	0
3856	7046	1	0
3856	7082	1	0
3856	7316	1	0
3856	7341	1	0
3856	7412	1	0
3856	8517	3	0
3856	8687	2	1
3856	8717	1	0
3856	9191	2	0
3856	9448	1	0
3856	9657	1	0
3856	10024	2	0
3856	10049	1	0
3856	22824	2	0
3856	23178	1	0
3856	24144	2	1
3856	25898	1	0
3856	54472	1	0
3856	54726	1	0
3856	55278	1	0
3856	65084	1	0
3856	84260	2	0
3856	84669	1	0
3856	125115	2	1
3857	4116	1	0
3857	4193	1	0
3857	4738	1	0
3857	5521	1	0
3857	6457	3	0
3857	7316	1	0
3857	7412	1	0
3857	8065	1	0
3857	8451	1	0
3857	8452	1	0
3857	8453	1	0
3857	8454	1	0
3857	9657	1	0
3857	9775	1	0
3857	10010	1	0
3857	10971	2	0
3857	10980	1	0
3857	10987	1	0
3857	54165	1	0
3857	55832	1	0
3858	4088	2	0
3858	4116	1	0
3858	4193	1	0
3858	4311	1	0
3858	4738	1	0
3858	4791	2	0
3858	5521	1	0
3858	5590	2	0
3858	6203	1	0
3858	7082	1	0
3858	7316	1	0
3858	7412	1	0
3858	8065	1	0
3858	8451	1	0
3858	8452	1	0
3858	8453	1	0
3858	8454	1	0
3858	9657	1	0
3858	9775	1	0
3858	10980	1	0
3858	10987	1	0
3858	54165	1	0
3858	55832	1	0
3859	7316	1	0
3859	51377	1	0
3860	4342	2	1
3860	4619	2	1
3860	4738	1	0
3860	5689	2	1
3860	5690	2	1
3860	7114	2	1
3860	7251	2	1
3860	7316	1	0
3860	8065	1	0
3860	8452	1	0
3860	8453	1	0
3860	8454	1	0
3860	9470	2	1
3860	9702	2	1
3860	10152	2	1
3860	10667	2	1
3860	10987	1	0
3860	26258	2	1
3860	51225	2	1
3860	51421	2	1
3860	54474	2	1
3860	54535	2	1
3860	54955	2	1
3860	55832	1	0
3860	56915	2	1
3860	57819	2	1
3860	84832	2	1
3860	85302	2	1
3860	89953	2	1
3860	90410	2	1
3860	112802	2	1
3860	112869	2	1
3860	127703	2	1
3860	147700	2	1
3860	151254	2	1
3860	170954	2	1
3860	200081	2	1
3860	285753	2	1
3860	286887	2	1
3860	287015	2	1
3860	338785	2	1
3860	390535	2	1
3860	441518	2	1
3861	4116	1	0
3861	4193	1	0
3861	4738	1	0
3861	5317	2	0
3861	5521	1	0
3861	6612	1	0
3861	6613	1	0
3861	7316	1	0
3861	7341	1	0
3861	8065	1	0
3861	8452	1	0
3861	8453	1	0
3861	8454	1	0
3861	8717	3	0
3861	9657	1	0
3861	9775	1	0
3861	10987	1	0
3861	55832	1	0
3861	84260	2	0
3866	3875	4	1
3866	3880	4	1
3866	3887	4	1
3866	3892	3	1
3866	3983	4	1
3866	4005	2	1
3866	4342	2	1
3866	4747	2	1
3866	5108	4	1
3866	5296	2	1
3866	5585	2	1
3866	5630	4	1
3866	5682	5	1
3866	5689	2	1
3866	5705	4	1
3866	5892	2	1
3866	5987	1	0
3866	6602	4	1
3866	6605	2	1
3866	7114	2	1
3866	7251	4	1
3866	7316	1	0
3866	7538	1	0
3866	7597	1	0
3866	8204	1	0
3866	8543	2	1
3866	9099	4	1
3866	9146	2	1
3866	9586	2	1
3866	9587	4	1
3866	9702	2	1
3866	9729	4	1
3866	9894	2	1
3866	10152	5	1
3866	10362	2	1
3866	11067	4	1
3866	11170	4	1
3866	11339	2	1
3866	23237	4	1
3866	23503	2	1
3866	23641	4	1
3866	23647	2	1
3866	26121	2	1
3866	26150	4	1
3866	27128	2	1
3866	27229	4	1
3866	27332	4	1
3866	51061	4	1
3866	51225	4	1
3866	51322	5	1
3866	51324	2	1
3866	51421	5	1
3866	53371	2	1
3866	53615	2	1
3866	54474	5	1
3866	54535	2	1
3866	55231	2	1
3866	55388	4	1
3866	55758	5	1
3866	56243	5	1
3866	57658	4	1
3866	57820	2	1
3866	60491	4	1
3866	79050	5	1
3866	79177	2	1
3866	79666	1	0
3866	79696	5	1
3866	79873	4	1
3866	80314	2	1
3866	83541	2	1
3866	83878	4	1
3866	84260	5	1
3866	84619	2	1
3866	84707	2	1
3866	84708	4	1
3866	84832	4	1
3866	85302	1	0
3866	85359	4	1
3866	89953	2	1
3866	90060	4	1
3866	112802	2	1
3866	112869	6	1
3866	114822	4	1
3866	115106	2	1
3866	117178	2	1
3866	121457	2	1
3866	127703	5	1
3866	132158	2	1
3866	140885	2	1
3866	144501	2	1
3866	147687	2	1
3866	147700	2	1
3866	149371	4	1
3866	150483	4	1
3866	151254	2	1
3866	154796	2	1
3866	158787	2	1
3866	159989	2	1
3866	164127	4	1
3866	167838	2	1
3866	170954	2	1
3866	200081	2	1
3866	221458	1	0
3866	283385	2	1
3866	284058	5	1
3866	286887	2	1
3866	287015	2	1
3866	319101	2	1
3866	338785	2	1
3866	374454	2	1
3868	4738	1	0
3868	5521	1	0
3868	7316	1	0
3868	8452	1	0
3868	8453	1	0
3868	8454	1	0
3868	8815	1	0
3868	9657	1	0
3868	9775	1	0
3868	10010	1	0
3868	10987	1	0
3868	55832	1	0
3868	84260	2	0
3872	6613	1	0
3872	7316	1	0
3872	7345	1	0
3872	7398	1	0
3872	9657	1	0
3872	10987	1	0
3872	11007	4	1
3872	23557	1	0
3872	140691	2	1
3872	140807	2	0
3875	3875	2	1
3875	4163	1	0
3875	4843	1	0
3875	5001	1	0
3875	5054	1	0
3875	5310	3	0
3875	5318	2	0
3875	5411	3	0
3875	5495	1	0
3875	5578	2	0
3875	5581	2	0
3875	5894	2	0
3875	6197	2	0
3875	6464	2	0
3875	6602	1	0
3875	6612	1	0
3875	6613	1	0
3875	6840	1	0
3875	7123	1	0
3875	7133	2	0
3875	7251	3	0
3875	7283	2	0
3875	7316	1	0
3875	7341	1	0
3875	7399	2	0
3875	7412	1	0
3875	7529	2	0
3875	7531	2	0
3875	7532	2	0
3875	7533	2	0
3875	7534	1	0
3875	8517	2	0
3875	8717	4	0
3875	9146	4	1
3875	9191	2	0
3875	9448	1	0
3875	9657	1	0
3875	9659	2	0
