gene_0	gene_1	sources	unbiased
631	8419	2	0
631	23636	2	1
631	54165	1	0
632	1508	2	0
632	1509	2	0
632	1512	2	0
632	1520	2	0
632	2677	2	0
633	652	2	0
633	1277	2	0
633	1278	2	0
633	1280	2	0
633	1284	2	0
633	1605	1	0
633	2006	2	0
633	4237	2	0
633	5319	2	0
633	6442	2	0
633	7040	2	0
633	7124	2	0
633	8840	2	0
633	53369	1	0
633	57338	2	0
634	634	2	0
634	1048	2	0
634	1084	2	0
634	1087	2	0
634	1088	3	0
634	1956	2	0
634	2316	2	0
634	3643	2	0
634	3690	1	0
634	4294	2	0
634	4680	3	0
634	5777	2	0
634	5781	2	0
634	5829	2	0
634	6464	2	0
634	6714	2	0
634	9607	2	0
634	10332	2	0
634	30835	1	0
635	635	5	1
635	8649	1	0
635	79796	1	0
636	1432	1	0
636	1639	2	0
636	1780	2	0
636	2885	1	0
636	2931	1	0
636	2932	4	0
636	5347	1	0
636	5870	3	0
636	6774	2	0
636	10540	2	0
636	27185	3	0
636	51199	2	0
636	131034	2	0
637	637	1	0
637	646	1	0
637	823	2	0
637	824	1	0
637	834	2	0
637	835	2	0
637	836	2	0
637	841	2	0
637	843	2	0
637	857	1	0
637	1147	1	0
637	1400	1	0
637	1452	2	0
637	1454	2	0
637	1457	2	0
637	1459	2	0
637	1460	2	0
637	2597	1	0
637	2634	1	0
637	3002	2	0
637	3551	1	0
637	4170	4	0
637	4478	1	0
637	5599	1	0
637	5966	2	1
637	6117	1	0
637	7088	1	0
637	7132	1	0
637	7316	1	0
637	7415	1	0
637	7430	1	0
637	7529	2	0
637	8517	1	0
637	8772	1	0
637	8795	1	0
637	8878	1	0
637	9842	1	0
637	9869	1	0
637	10392	1	0
637	10768	2	1
637	11161	1	0
637	11244	1	0
637	23241	1	0
637	51340	1	0
637	57144	1	0
637	64127	1	0
637	83737	1	0
637	84060	1	0
637	84467	1	0
637	347733	1	0
638	646	1	0
638	1399	1	0
638	4170	4	0
638	7026	1	0
638	7316	1	0
638	9021	1	0
638	10010	1	0
638	10488	2	1
638	89885	4	1
639	3065	2	0
639	3066	2	0
639	3320	1	0
639	3662	2	0
639	6310	3	0
639	6839	1	0
639	7088	2	0
639	7089	2	0
639	8554	1	0
639	10419	1	0
639	10919	2	0
639	23028	2	0
639	126961	1	0
639	333932	2	0
639	653604	1	0
640	867	2	0
640	973	2	0
640	974	2	0
640	1956	3	0
640	1958	1	0
640	2064	3	0
640	2212	2	0
640	2213	2	0
640	3320	1	0
640	3326	1	0
640	5336	2	0
640	6774	2	1
640	7337	2	0
640	9646	2	0
640	10278	2	1
640	10286	2	0
640	80125	2	1
641	672	1	0
641	836	2	0
641	1111	2	0
641	2175	1	0
641	2177	2	0
641	2237	4	0
641	2956	1	0
641	3014	1	0
641	4116	1	0
641	4292	3	0
641	4361	1	0
641	4436	1	0
641	4438	1	0
641	4599	2	0
641	4683	1	0
641	5709	1	0
641	5888	3	0
641	5892	2	0
641	5981	1	0
641	6117	4	0
641	6118	1	0
641	6119	1	0
641	6612	2	0
641	6613	2	0
641	6853	1	0
641	7013	4	0
641	7014	4	0
641	7156	3	0
641	7157	3	0
641	7158	2	0
641	7316	1	0
641	7329	2	0
641	7486	4	0
641	7516	2	0
641	8243	2	0
641	9156	1	0
641	9775	1	0
641	10036	3	0
641	10111	1	0
641	10445	1	0
641	10987	1	0
641	11144	1	0
641	51547	1	0
641	55655	1	0
641	55832	1	0
641	57697	1	0
641	80010	2	0
641	83990	2	0
641	116028	1	0
641	378708	1	0
642	642	5	1
642	1558	2	0
642	5170	1	0
642	6135	3	0
642	6159	3	0
642	6613	1	0
642	7204	3	0
642	7316	1	0
642	7329	3	0
642	9768	1	0
642	10053	1	0
642	10987	1	0
642	22983	2	0
642	51295	2	0
642	54532	1	0
642	55093	2	1
642	83594	2	1
642	84078	4	1
642	140545	2	0
643	643	1	0
643	2771	2	0
643	2775	2	0
643	2776	2	0
643	4775	1	0
643	6348	2	0
643	6351	1	0
643	6352	2	0
643	6360	2	0
643	10563	2	0
643	388372	1	0
644	5590	1	0
644	5594	1	0
644	5595	2	0
644	5604	1	0
644	6613	1	0
644	7316	1	0
644	7341	1	0
644	84708	2	1
645	3162	2	0
645	5004	1	0
645	6160	1	0
645	7316	1	0
646	8739	1	0
646	9463	3	0
646	27113	1	0
648	648	2	0
648	990	1	0
648	1432	1	0
648	1460	1	0
648	1876	2	0
648	1911	3	0
648	1912	5	1
648	1958	1	0
648	2307	1	0
648	2625	1	0
648	3014	1	0
648	4297	1	0
648	5728	1	0
648	5764	3	0
648	5987	1	0
648	6015	5	1
648	6045	3	0
648	6233	1	0
648	7157	1	0
648	7311	1	0
648	7314	1	0
648	7316	2	0
648	7323	1	0
648	7329	3	0
648	7704	2	0
648	7867	1	0
648	7874	1	0
648	7991	1	0
648	8237	1	0
648	8337	1	0
648	8338	1	0
648	8405	1	0
648	8535	2	0
648	8835	1	0
648	10336	1	0
648	10524	3	0
648	10989	3	0
648	23466	1	0
648	23492	2	0
648	55183	2	0
648	55791	3	0
648	55823	2	0
648	55905	1	0
648	57332	3	0
648	57562	3	0
648	81565	2	1
648	81603	1	0
648	84108	1	0
648	378108	1	0
648	723790	1	0
649	649	1	0
649	1277	1	0
649	1289	1	0
649	1290	1	0
649	1294	1	0
649	1758	1	0
649	2669	3	0
649	3339	1	0
649	3909	1	0
649	3914	1	0
649	3918	1	0
649	5118	1	0
649	7157	3	0
649	8646	2	0
649	56252	2	0
649	57045	1	0
650	650	2	0
650	657	4	0
650	658	3	0
650	659	3	0
650	1280	2	0
650	2022	2	0
650	4256	2	0
650	7040	2	0
650	7042	2	0
650	9241	2	0
650	10097	2	0
650	11167	2	0
650	23181	2	0
650	25884	2	0
650	25928	2	0
650	26585	1	0
650	64388	2	0
650	117166	1	0
650	124857	1	0
650	168667	2	0
651	1282	2	0
651	1284	2	0
651	7040	2	0
651	117166	1	0
651	124857	1	0
652	652	2	0
652	656	2	0
652	657	3	0
652	658	2	0
652	659	2	0
652	1958	1	0
652	5654	1	0
652	7316	1	0
652	9241	2	0
652	9372	3	0
652	11167	2	0
652	25884	2	0
652	25928	2	0
652	55620	1	0
652	57045	2	0
652	64388	2	0
652	91851	2	0
652	117166	1	0
652	124857	1	0
652	168667	2	0
653	657	2	0
653	9241	2	0
653	10468	2	0
653	25884	2	0
654	657	2	0
654	658	2	0
654	659	2	0
654	1052	1	0
654	1958	1	0
654	4090	2	0
654	7316	1	0
654	8202	2	0
654	25884	2	0
654	25928	2	0
654	168667	2	0
655	655	1	0
655	657	2	0
655	658	2	0
655	659	3	0
655	1869	1	0
655	2022	2	0
655	3846	2	1
655	4086	1	0
655	4088	1	0
655	5987	2	1
655	7316	1	0
655	8202	2	0
655	9241	4	0
655	23281	4	1
655	23582	1	0
655	25884	2	0
655	25928	2	0
655	151449	2	0
655	386675	2	1
655	386680	2	1
655	386681	2	1
655	386682	2	1
655	388677	2	1
656	656	1	0
656	2534	3	0
656	8454	1	0
656	117166	1	0
656	124857	1	0
657	657	1	0
657	658	2	0
657	659	2	0
657	2280	2	0
657	2281	2	0
657	2353	1	0
657	2661	2	0
657	3224	2	0
657	3320	1	0
657	3326	1	0
657	3547	1	0
657	4086	2	0
657	4092	1	0
657	4734	1	0
657	7316	1	0
657	8200	3	0
657	8848	1	0
657	9392	2	0
657	10262	3	0
657	10454	2	0
657	10771	3	0
657	11167	2	0
657	23327	1	0
657	25805	1	0
657	57154	1	0
657	392255	2	0
658	658	1	0
658	659	2	0
658	1019	2	0
658	1123	2	0
658	2661	2	0
658	3547	1	0
658	4091	2	0
658	4092	2	0
658	5058	2	0
658	5218	2	0
658	5515	2	0
658	5533	2	0
658	5901	2	0
658	5911	2	0
658	6233	2	0
658	7046	2	0
658	7138	2	0
658	7189	2	0
658	7311	2	0
658	8200	3	0
658	8216	2	0
658	8848	1	0
658	8878	2	0
658	9210	2	0
658	9306	2	0
658	9459	2	0
658	9943	2	0
658	10238	2	0
658	10273	2	0
658	10617	2	0
658	22800	2	0
658	23551	2	0
658	23682	2	0
658	25805	1	0
658	25853	2	0
658	28512	2	0
658	29984	2	0
658	30011	2	0
658	51035	1	0
658	51285	2	0
658	51560	2	0
658	54440	1	0
658	55120	2	0
658	55622	2	0
658	55761	2	0
658	55827	2	0
658	57111	2	0
658	57154	1	0
658	57381	2	0
658	57522	2	0
658	57626	2	0
658	58473	2	0
658	58533	2	0
658	65264	2	0
658	79674	2	0
658	84197	1	0
658	85015	1	0
658	121268	2	0
658	140901	2	0
658	392255	2	0
659	659	1	0
659	722	2	0
659	960	1	0
659	1066	2	0
659	1326	2	0
659	1410	2	0
659	1487	2	0
659	2274	3	0
659	2300	2	0
659	2642	1	0
659	2661	2	0
659	3984	3	0
659	4009	1	0
659	4046	2	0
659	4342	2	0
659	5501	1	0
659	5579	1	0
659	5592	1	0
659	5599	1	0
659	5756	1	0
659	5875	2	0
659	6783	2	0
659	6993	2	0
659	7046	3	0
659	7220	2	0
659	7316	1	0
659	8200	3	0
659	10236	2	0
659	10382	2	0
659	10461	2	0
659	10528	2	0
659	10817	1	0
659	11073	2	0
659	23024	2	0
659	23203	2	0
659	23491	1	0
659	26960	2	0
659	55720	2	0
659	57761	2	0
659	84967	2	0
659	93973	2	0
659	203068	2	0
659	220388	2	0
659	392255	2	0
659	729330	1	0
660	695	2	0
660	836	2	0
660	857	2	0
660	1398	3	0
660	1956	3	0
660	2064	3	0
660	2549	2	0
660	3320	1	0
660	3326	1	0
660	3702	2	0
660	3791	2	0
660	5058	2	0
660	5292	2	0
660	5747	2	0
660	5906	2	0
660	6714	2	0
660	6772	2	0
660	6774	5	1
660	6776	2	0
660	7006	1	0
660	7133	1	0
660	7157	2	0
660	7316	1	0
660	8518	1	0
660	9564	1	0
660	11099	3	0
660	55680	3	0
660	80230	3	0
660	121053	1	0
660	100124696	1	0
661	3182	1	0
661	3206	2	0
661	3225	2	0
661	3312	1	0
661	4087	2	0
661	4488	2	0
661	5434	1	0
661	5435	1	0
661	5437	1	0
661	5600	1	0
661	6613	1	0
661	7316	1	0
661	9533	1	0
661	10002	2	0
661	10454	1	0
661	10621	1	0
661	10622	1	0
661	10623	1	0
661	11128	1	0
661	23543	2	0
661	51082	1	0
661	51728	1	0
661	55703	1	0
661	55718	2	0
661	84528	2	0
661	84838	2	0
661	171568	1	0
662	662	1	0
662	4686	2	0
662	7316	1	0
662	8775	2	0
662	53407	2	0
663	663	2	0
663	665	2	0
663	998	3	0
663	2260	3	0
663	2444	3	1
663	3831	2	1
663	4645	2	1
663	4686	2	0
663	7316	1	0
663	7348	2	1
663	10488	4	1
663	23779	2	0
663	89885	2	1
663	149428	3	0
664	664	5	1
664	665	8	1
664	961	3	0
664	2055	1	0
664	3065	2	0
664	3096	1	0
664	3804	1	0
664	3895	2	1
664	4686	2	0
664	4976	2	0
664	6009	2	0
664	6440	1	0
664	7052	1	0
664	7316	1	0
664	8834	5	1
664	9144	1	0
664	9445	1	0
664	9631	1	0
664	10219	1	0
664	10488	2	1
664	23710	1	0
664	25972	1	0
664	54860	1	0
664	64581	2	1
664	64963	1	0
664	79152	1	0
664	81618	1	0
664	81855	1	0
664	89885	2	1
664	388633	2	1
664	403313	1	0
665	665	6	1
665	1845	1	0
665	1893	1	0
665	2055	1	0
665	2130	4	1
665	2634	1	0
665	4000	3	0
665	6009	1	0
665	6092	1	0
665	7316	1	0
665	8834	5	1
665	10488	1	0
665	10681	1	0
665	11337	1	0
665	11345	1	0
665	23400	2	0
665	23710	1	0
665	55240	3	0
665	55816	4	1
665	56935	4	1
665	57118	1	0
665	60561	3	0
665	64581	4	1
665	81631	1	0
665	84557	2	0
665	89885	2	1
665	151230	1	0
665	388633	2	1
666	4170	3	0
666	7316	1	0
666	84273	1	0
667	865	1	0
667	1308	3	0
667	1639	3	0
667	1951	3	0
667	3691	2	0
667	3725	1	0
667	3852	2	0
667	3861	2	0
667	4093	3	0
667	4149	1	0
667	4205	1	0
667	4209	1	0
667	4790	1	0
667	4802	1	0
667	5062	1	0
667	5597	1	0
667	5747	1	0
667	6721	1	0
667	7040	1	0
667	10133	1	0
667	10921	1	0
667	22827	1	0
667	22919	3	0
667	23043	1	0
667	25865	3	0
667	26060	1	0
667	27185	2	0
667	55763	1	0
667	55914	2	0
667	57670	2	0
667	84062	2	0
668	4088	2	0
668	5058	2	0
668	7329	1	0
668	7341	1	0
668	9113	2	0
669	1056	1	0
669	1959	1	0
669	2597	2	0
669	2885	3	0
669	4752	1	0
669	7316	1	0
669	22926	1	0
669	30846	1	0
670	7316	1	0
671	5645	2	0
672	672	2	0
672	675	3	0
672	836	1	0
672	890	1	0
672	891	2	0
672	898	2	0
672	983	2	0
672	1017	2	0
672	1019	2	0
672	1020	1	0
672	1022	1	0
672	1024	1	0
672	1040	1	0
672	1111	2	0
672	1233	1	0
672	1385	3	0
672	1387	2	0
672	1457	1	0
672	1460	3	0
672	1477	1	0
672	1478	1	0
672	1487	2	0
672	1488	1	0
672	1660	2	0
672	1667	1	0
672	1869	2	0
672	1874	2	0
672	1958	1	0
672	2002	1	0
672	2005	1	0
672	2033	2	0
672	2099	3	0
672	2113	1	0
672	2175	4	0
672	2177	3	0
672	2274	3	0
672	2313	1	0
672	2648	1	0
672	2956	3	0
672	2960	1	0
672	2962	1	0
672	2968	1	0
672	2969	1	0
672	3014	1	0
672	3065	1	0
672	3066	1	0
672	3093	1	0
672	3096	1	0
672	3312	1	0
672	3329	2	0
672	3428	2	0
672	3439	1	0
672	3456	1	0
672	3628	1	0
672	3716	1	0
672	3717	1	0
672	3725	2	0
672	3726	3	0
672	3727	3	0
672	3728	1	0
672	3836	3	0
672	3838	4	0
672	4066	1	0
672	4087	2	0
672	4088	2	0
672	4089	2	0
672	4123	1	0
672	4215	3	0
672	4292	1	0
672	4331	3	0
672	4361	1	0
672	4436	3	0
672	4437	1	0
672	4609	3	0
672	4683	1	0
672	4690	3	0
672	4790	1	0
672	4800	2	0
672	4869	1	0
672	4999	1	0
672	5127	2	0
672	5178	1	0
672	5295	4	0
672	5395	1	0
672	5430	1	0
672	5431	1	0
672	5432	1	0
672	5433	1	0
672	5434	1	0
672	5435	1	0
672	5436	1	0
672	5437	1	0
672	5438	1	0
672	5439	1	0
672	5440	1	0
672	5441	1	0
672	5451	2	0
672	5469	2	0
672	5499	2	0
672	5500	4	0
672	5501	2	0
672	5527	1	0
672	5591	1	0
672	5660	1	0
672	5830	1	0
672	5887	1	0
672	5888	2	0
672	5890	1	0
672	5925	2	0
672	5928	2	0
672	5931	3	0
672	5932	4	0
672	5933	1	0
672	5934	1	0
672	5970	1	0
672	5981	1	0
672	6117	1	0
672	6160	2	0
672	6595	1	0
672	6597	2	0
672	6598	1	0
672	6599	1	0
672	6601	1	0
672	6603	1	0
672	6613	2	0
672	6667	1	0
672	6772	2	0
672	6774	1	0
672	6776	1	0
672	6790	1	0
672	6827	1	0
672	6829	1	0
672	6880	1	0
672	6881	1	0
672	7013	1	0
672	7014	1	0
672	7091	1	0
672	7153	1	0
672	7157	3	0
672	7158	2	0
672	7277	1	0
672	7283	1	0
672	7288	1	0
672	7314	1	0
672	7317	1	0
672	7321	2	0
672	7322	1	0
672	7323	2	0
672	7324	1	0
672	7325	1	0
672	7329	2	0
672	7332	2	0
672	7334	1	0
672	7337	1	0
672	7341	2	0
672	7392	1	0
672	7415	2	0
672	7482	1	0
672	7503	1	0
672	7515	1	0
672	7528	1	0
672	8202	1	0
672	8243	2	0
672	8294	2	0
672	8295	4	0
672	8314	4	0
672	8315	4	0
672	8328	3	0
672	8338	1	0
672	8359	2	0
672	8360	2	0
672	8361	2	0
672	8362	2	0
672	8363	2	0
672	8364	2	0
672	8365	2	0
672	8366	2	0
672	8367	2	0
672	8368	2	0
672	8370	2	0
672	8464	1	0
672	8543	3	0
672	8554	1	0
672	8714	1	0
672	8724	1	0
672	8805	1	0
672	8861	1	0
672	8900	2	0
672	9025	1	0
672	9079	2	0
672	9093	1	0
672	9099	1	0
672	9111	3	0
672	9412	1	0
672	9439	1	0
672	9440	1	0
672	9448	1	0
672	9555	1	0
672	9577	1	0
672	9656	2	0
672	9862	1	0
672	9946	1	0
672	9969	1	0
672	9972	1	0
672	10111	3	0
672	10474	1	0
672	10477	1	0
672	10499	1	0
672	10923	1	0
672	11073	2	0
672	11112	1	0
672	11200	2	0
672	23020	1	0
672	23028	1	0
672	23095	1	0
672	23511	1	0
672	23595	2	0
672	23633	1	0
672	25920	4	0
672	25927	1	0
672	26747	3	0
672	26986	1	0
672	29117	2	0
672	51465	2	0
672	51588	1	0
672	51720	3	0
672	54148	1	0
672	55284	1	0
672	55596	2	0
672	55655	1	0
672	55746	1	0
672	57096	1	0
672	57599	1	0
672	59348	4	0
672	63967	1	0
672	64421	1	0
672	64979	1	0
672	79184	1	0
672	79728	2	0
672	80128	1	0
672	81554	1	0
672	83990	4	0
672	84142	4	0
672	84168	1	0
672	91694	1	0
672	121504	2	0
672	126961	1	0
672	140690	1	0
672	150684	1	0
672	203068	1	0
672	378108	1	0
672	554313	2	0
673	673	3	0
673	2810	1	0
673	3265	4	0
673	3303	1	0
673	3304	1	0
673	3309	1	0
673	3312	1	0
673	3313	1	0
673	3320	1	0
673	3326	3	0
673	3984	1	0
673	4214	3	0
673	4893	1	0
673	5062	2	0
673	5116	1	0
673	5257	1	0
673	5566	2	0
673	5578	1	0
673	5581	2	0
673	5594	2	0
673	5595	1	0
673	5604	3	0
673	5605	2	0
673	5894	2	0
673	5906	2	0
673	5909	2	0
673	6009	1	0
673	6196	2	0
673	6199	1	0
673	6446	2	0
673	7013	2	0
673	7187	1	0
673	7316	2	0
673	7468	1	0
673	7529	4	0
673	7531	1	0
673	7532	2	0
673	7533	3	0
673	7534	3	0
673	10048	1	0
673	10971	3	0
673	11140	1	0
673	11339	3	0
673	22808	2	0
673	23327	1	0
673	55704	2	0
673	84196	1	0
673	92609	3	0
675	701	3	0
675	871	2	0
675	890	1	0
675	1017	1	0
675	2177	3	0
675	2178	2	0
675	2189	3	0
675	2316	3	0
675	2534	2	0
675	2885	2	0
675	3014	1	0
675	4087	1	0
675	4088	2	0
675	4255	1	0
675	4734	1	0
675	5347	2	0
675	5709	1	0
675	5886	1	0
675	5888	4	0
675	6117	2	0
675	6118	1	0
675	6776	2	0
675	7157	3	0
675	7316	1	0
675	7517	1	0
675	7979	4	0
675	8237	1	0
675	8850	2	0
675	9212	1	0
675	9500	1	0
675	9577	1	0
675	9861	1	0
675	10362	2	0
675	11144	4	0
675	11200	2	0
675	24137	1	0
675	55245	2	0
675	56647	3	0
675	56946	3	0
675	79184	1	0
675	79648	2	0
675	79728	3	0
675	146845	1	0
676	8294	1	0
676	8359	1	0
676	8360	1	0
676	8361	1	0
676	8362	1	0
676	8363	1	0
676	8364	1	0
676	8365	1	0
676	8366	1	0
676	8367	1	0
676	8368	1	0
676	8370	2	0
676	121504	1	0
676	554313	1	0
677	1432	4	1
677	5049	3	0
677	7013	1	0
677	7316	1	0
677	7529	1	0
677	9261	1	0
677	26277	1	0
677	65057	1	0
677	65125	1	0
678	7316	1	0
678	7533	1	0
678	8452	1	0
682	682	1	0
682	857	2	0
682	1386	1	0
682	3655	1	0
682	3675	1	0
682	3688	1	0
682	4312	2	0
682	5058	1	0
682	5478	3	0
682	5519	1	0
682	6517	2	0
682	6566	2	0
682	6613	1	0
682	7316	2	0
682	7319	3	0
682	7415	1	0
682	8452	1	0
682	8498	1	0
682	8625	1	0
682	9122	1	0
682	9123	2	0
682	9146	2	0
682	9260	4	1
682	9491	1	0
682	23759	2	0
682	25814	1	0
682	55832	1	0
682	373509	1	0
683	683	2	0
683	857	2	0
683	3929	1	0
684	684	1	0
684	3029	1	0
684	4615	1	0
684	6885	1	0
684	7316	1	0
684	9146	1	0
684	10454	1	0
684	23118	1	0
684	23438	1	0
685	1956	2	0
685	2064	1	0
685	2066	2	0
685	3881	2	1
685	4318	2	0
685	6275	3	0
685	29926	2	1
686	7316	1	0
687	5241	3	0
687	6667	1	0
687	7316	1	0
687	25942	2	0
688	1030	1	0
688	1387	2	0
688	1958	1	0
688	2033	2	0
688	2099	2	0
688	2100	1	0
688	2932	2	0
688	2959	2	0
688	2961	2	0
688	2962	2	0
688	2963	2	0
688	3065	1	0
688	3066	1	0
688	4790	2	0
688	5578	2	0
688	5580	1	0
688	5914	2	0
688	6233	1	0
688	6418	2	0
688	6908	2	0
688	7311	1	0
688	7314	1	0
688	7316	2	0
688	7706	1	0
688	7709	1	0
688	10413	1	0
688	11059	1	0
688	25937	1	0
688	55294	2	0
688	64750	2	0
689	1460	3	0
689	1499	1	0
689	2099	4	0
689	3106	1	0
689	3692	1	0
689	4666	1	0
689	5062	1	0
689	5431	2	0
689	5518	1	0
689	7189	2	0
689	7316	1	0
689	7428	2	0
689	9412	2	0
689	9641	2	0
689	54984	1	0
689	167838	2	1
689	200081	2	1
689	728405	1	0
694	890	2	0
694	2547	1	0
694	3219	3	0
694	3276	3	0
694	3981	2	0
694	5914	2	0
694	6502	1	0
694	7067	2	0
694	7068	2	0
694	7846	1	0
694	9337	6	1
694	26234	1	0
694	29883	3	0
694	51255	1	0
694	55294	1	0
695	695	3	0
695	857	2	0
695	867	3	0
695	868	1	0
695	930	2	0
695	1820	2	0
695	2130	2	0
695	2207	1	0
695	2534	2	0
695	2768	2	0
695	2776	2	0
695	2782	2	0
695	2885	3	0
695	2969	3	0
695	3055	2	0
695	3320	1	0
695	3326	2	0
695	3654	2	0
695	3702	2	0
695	3716	2	0
695	3815	2	0
695	4067	2	0
695	4118	1	0
695	4615	2	0
695	5305	2	0
695	5328	1	0
695	5335	2	0
695	5336	1	0
695	5578	2	0
695	5579	2	0
695	5581	2	0
695	5587	2	0
695	5588	2	0
695	5590	2	0
695	5594	1	0
695	5970	2	0
695	6198	2	0
695	6199	2	0
695	6776	2	0
695	6850	2	0
695	7006	2	0
695	7099	2	0
695	7157	1	0
695	7316	1	0
695	7409	2	0
695	7454	2	0
695	8394	2	0
695	8395	2	0
695	8396	1	0
695	8797	2	0
695	9467	3	0
695	10018	1	0
695	10163	1	0
695	10333	2	0
695	10603	2	0
695	10657	2	0
695	23002	2	0
695	23180	1	0
695	23396	1	0
695	25998	4	0
695	27071	2	0
695	29760	4	0
695	51206	1	0
695	51311	2	0
695	54106	2	0
695	54331	1	0
695	55114	2	0
695	79837	2	0
695	80306	4	0
695	114609	2	0
695	118788	2	0
695	123920	2	0
695	100124696	1	0
696	5347	1	0
696	7498	2	0
699	701	3	0
699	983	2	0
699	991	2	0
699	1398	4	1
699	1978	2	0
699	3065	2	0
699	5347	2	0
699	6840	1	0
699	7316	1	0
699	8480	2	0
699	8546	2	0
699	9183	1	0
699	9184	5	1
699	10425	4	1
699	10717	2	0
699	57082	3	0
699	145226	1	0
701	991	4	0
701	996	2	0
701	1062	4	0
701	1263	1	0
701	3065	2	0
701	4085	3	0
701	4216	2	0
701	5347	1	0
701	6623	3	0
701	7161	1	0
701	7316	1	0
701	7341	1	0
701	8546	2	0
701	8850	1	0
701	8881	2	0
701	9183	1	0
701	9184	3	0
701	9212	1	0
701	9232	1	0
701	10717	2	0
701	11130	1	0
701	23268	1	0
701	51343	1	0
701	51434	2	0
701	54939	1	0
701	57082	1	0
701	151648	1	0
705	1912	3	1
705	2010	2	1
705	2059	2	1
705	2066	1	0
705	2553	1	0
705	2801	2	1
705	3856	2	0
705	3881	2	1
705	4281	2	1
705	4591	5	1
705	5987	2	1
705	6607	2	1
705	6613	1	0
705	7205	4	1
705	7216	2	0
705	7316	1	0
705	7328	2	1
705	7412	1	0
705	7541	2	1
705	7965	2	1
705	8161	4	1
705	8676	2	1
705	8697	2	1
705	9020	1	0
705	9093	1	0
705	9240	2	1
705	9513	2	1
705	9618	3	1
705	9659	2	1
705	10024	3	0
705	10318	2	1
705	10320	2	1
705	10521	2	1
705	10537	1	0
705	10687	2	1
705	10807	1	0
705	10987	1	0
705	11043	2	1
705	23281	2	1
705	23641	1	0
705	25788	1	0
705	29107	1	0
705	51547	1	0
705	54550	2	1
705	55145	2	1
705	55536	2	1
705	55734	2	1
705	57154	1	0
705	57159	2	1
705	60490	1	0
705	64395	2	1
705	64753	2	1
705	79618	2	1
705	79720	2	1
705	79839	2	1
705	80125	2	1
705	80321	2	1
705	80817	2	1
705	81704	2	1
705	83659	2	1
705	84445	2	1
705	84456	2	1
705	84946	3	1
705	84970	2	1
705	85291	2	1
705	91694	2	1
705	114932	4	1
705	117178	2	1
705	125115	2	1
705	138046	2	1
705	145282	2	1
705	167826	2	1
705	171483	2	1
705	222389	2	1
705	285753	2	1
705	386675	2	1
705	386680	2	1
705	386682	2	1
705	653121	2	1
706	1622	1	0
706	9256	2	0
706	90993	2	1
708	708	1	0
708	712	2	0
708	865	1	0
708	999	1	0
708	1029	1	0
708	1050	1	0
708	1207	1	0
708	1717	1	0
708	1915	1	0
708	1975	1	0
708	2010	1	0
708	2091	1	0
708	2161	1	0
708	2296	2	0
708	2549	2	0
708	2560	2	0
708	2869	1	0
708	3184	3	0
708	3185	1	0
708	3276	1	0
708	3313	1	0
708	3326	1	0
708	3329	1	0
708	3396	1	0
708	3551	1	0
708	3725	1	0
708	3827	1	0
708	4208	1	0
708	4215	2	0
708	4323	3	0
708	4609	2	0
708	4697	1	0
708	4738	1	0
708	4790	1	0
708	4794	3	0
708	4801	2	0
708	4843	1	0
708	5018	1	0
708	5250	1	0
708	5521	1	0
708	5578	3	0
708	5580	3	0
708	5587	3	0
708	5590	2	0
708	5594	2	0
708	5595	2	0
708	5709	1	0
708	5885	1	0
708	5906	1	0
708	5966	1	0
708	5971	1	0
708	6169	1	0
708	6224	1	0
708	6232	1	0
708	6426	2	0
708	6748	1	0
708	6895	1	0
708	7132	1	0
708	7133	1	0
708	7185	1	0
708	7316	1	0
708	7448	2	0
708	7529	2	0
708	7532	1	0
708	7533	1	0
708	7846	1	0
708	7916	3	0
708	8065	1	0
708	8161	3	0
708	8241	1	0
708	8266	1	0
708	8451	1	0
708	8452	1	0
708	8453	1	0
708	8454	1	0
708	8607	1	0
708	8621	2	0
708	8683	2	0
708	8717	1	0
708	8739	3	0
708	8940	2	0
708	9020	1	0
708	9349	1	0
708	9768	1	0
708	10014	1	0
708	10105	1	0
708	10165	1	0
708	10419	1	0
708	10454	1	0
708	10526	1	0
708	10856	1	0
708	10980	1	0
708	10985	1	0
708	10987	1	0
708	11035	1	0
708	11136	1	0
708	22927	4	0
708	23118	1	0
708	23405	1	0
708	26292	1	0
708	27161	1	0
708	54165	1	0
708	55161	1	0
708	55705	1	0
708	55832	1	0
708	57506	2	0
708	64101	1	0
708	79084	1	0
708	79711	1	0
708	92736	1	0
708	118460	2	0
708	203068	1	0
708	254170	1	0
710	715	2	0
710	716	2	0
710	1991	2	0
710	2023	1	0
710	2147	2	0
710	3164	1	0
710	3965	1	0
710	5327	1	0
710	5340	2	0
710	5648	2	0
710	6401	2	0
710	6403	2	0
710	7917	1	0
710	10747	2	0
712	713	3	0
712	714	2	0
712	715	2	0
712	716	2	0
712	1280	2	0
712	1378	2	0
712	1401	2	0
712	1464	2	0
712	1634	2	0
712	1991	1	0
712	2335	2	0
712	3273	2	0
712	5499	1	0
712	5501	2	0
712	5806	2	0
712	6449	1	0
712	7917	1	0
712	9063	1	0
712	9370	1	0
712	10114	3	0
712	22918	2	0
712	29978	1	0
712	29979	1	0
712	64841	1	0
712	283600	1	0
712	653509	2	0
713	714	2	0
713	715	2	0
713	1667	2	0
713	1958	1	0
713	3273	2	0
713	4653	2	0
713	5806	2	0
713	5970	1	0
713	60401	1	0
713	728358	1	0
714	1991	1	0
714	2286	2	0
714	5805	1	0
